repository,file,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryNamespace.java,1,1,54,0,54,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryNamespaceOperations.java,1,1,134,0,134,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryScanner.java,1,1,121,0,121,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryScannerBase.java,1,1,155,0,155,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemorySecurityOperations.java,1,1,230,0,230,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryTable.java,1,1,208,0,208,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryTableOperations.java,1,1,496,0,496,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\InMemoryUser.java,1,1,37,0,37,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\IteratorAdapter.java,1,1,29,0,29,0,3049
NationalSecurityAgency/datawave,in-memory-accumulo\src\main\java\datawave\accumulo\inmemory\impl\InMemoryTabletLocator.java,1,1,71,0,71,0,3049
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\main\java\datawave\microservice\audit\accumulo\AccumuloAuditor.java,2,2,64,6,70,110,2938
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\main\java\datawave\microservice\audit\accumulo\config\AccumuloAuditConfig.java,3,3,90,4,94,83,2966
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\main\java\datawave\microservice\audit\accumulo\config\AccumuloAuditProperties.java,1,1,66,0,66,0,3049
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\test\java\datawave\microservice\audit\accumulo\AccumuloAuditConfigDisabledTest.java,1,1,39,0,39,0,3049
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\test\java\datawave\microservice\audit\accumulo\AccumuloAuditConfigMissingTest.java,1,1,39,0,39,0,3049
NationalSecurityAgency/datawave,services\audit\audit-accumulo\src\test\java\datawave\microservice\audit\accumulo\AccumuloAuditorTest.java,3,3,199,4,203,83,2966
NationalSecurityAgency/datawave,services\audit\audit-log\src\main\java\datawave\microservice\audit\log\LogAuditor.java,1,1,18,0,18,0,3049
NationalSecurityAgency/datawave,services\audit\audit-log\src\main\java\datawave\microservice\audit\log\config\LogAuditConfig.java,3,3,56,4,60,83,2966
NationalSecurityAgency/datawave,services\audit\audit-log\src\test\java\datawave\microservice\audit\log\LogAuditConfigDisabledTest.java,1,1,38,0,38,0,3049
NationalSecurityAgency/datawave,services\audit\audit-log\src\test\java\datawave\microservice\audit\log\LogAuditConfigMissingTest.java,1,1,38,0,38,0,3049
NationalSecurityAgency/datawave,services\audit\audit-log\src\test\java\datawave\microservice\audit\log\LogAuditorTest.java,3,3,154,4,158,83,2966
NationalSecurityAgency/datawave,services\audit\common\src\main\java\datawave\microservice\audit\common\AuditMessageHandler.java,3,3,42,8,50,83,2966
NationalSecurityAgency/datawave,services\audit\common\src\test\java\datawave\microservice\audit\common\AuditMessageHandlerTest.java,1,1,56,0,56,0,3049
NationalSecurityAgency/datawave,services\audit\service\src\main\java\datawave\microservice\audit\AuditService.java,3,3,45,4,49,83,2966
NationalSecurityAgency/datawave,services\audit\service\src\main\java\datawave\microservice\audit\config\AuditServiceConfig.java,1,1,15,0,15,0,3049
NationalSecurityAgency/datawave,services\audit\service\src\main\java\datawave\microservice\audit\controller\AuditController.java,3,3,72,12,84,83,2966
NationalSecurityAgency/datawave,services\audit\service\src\test\java\datawave\microservice\audit\AuditServiceTest.java,1,1,163,0,163,0,3049
NationalSecurityAgency/datawave,services\authorization-service\src\main\java\datawave\microservice\authorization\AuthorizationOperations.java,6,2,180,180,360,616,2432
NationalSecurityAgency/datawave,services\authorization-service\src\main\java\datawave\microservice\authorization\AuthorizationService.java,4,2,21,21,42,616,2432
NationalSecurityAgency/datawave,services\authorization-service\src\main\java\datawave\microservice\authorization\config\AuthorizationManagementSecurityConfigurer.java,2,2,57,57,114,208,2840
NationalSecurityAgency/datawave,services\authorization-service\src\main\java\datawave\microservice\authorization\config\AuthorizationSecurityConfigurer.java,4,2,74,74,148,616,2432
NationalSecurityAgency/datawave,services\authorization-service\src\main\java\datawave\microservice\authorization\userdetails\ProxiedEntityUserDetailsService.java,3,2,76,76,152,616,2432
NationalSecurityAgency/datawave,services\authorization-service\src\test\java\datawave\microservice\authorization\AuthorizationServiceTest.java,7,2,213,213,426,616,2432
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\Http403ForbiddenEntryPoint.java,1,1,33,0,33,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\config\DatawaveSecurityConfiguration.java,1,1,29,0,29,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\config\DatawaveSecurityProperties.java,1,1,93,0,93,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTAuthentication.java,1,1,62,0,62,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTAuthenticationFilter.java,1,1,82,0,82,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTAuthenticationProvider.java,1,1,58,0,58,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTConfiguration.java,1,1,48,0,48,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTPreauthToken.java,1,1,57,0,57,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTRestTemplate.java,1,1,44,0,44,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\JWTRestTemplateCustomizer.java,1,1,22,0,22,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\exception\InvalidSignatureException.java,1,1,17,0,17,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\exception\InvalidTokenException.java,1,1,17,0,17,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\jwt\exception\TokenExpiredException.java,1,1,17,0,17,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\preauth\ProxiedEntityPreauthPrincipal.java,1,1,67,0,67,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\preauth\ProxiedEntityX509Filter.java,1,1,186,0,186,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\authorization\user\ProxiedUserDetails.java,1,1,132,0,132,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\DatawaveMicroserviceConfig.java,2,2,33,0,33,110,2938
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\discovery\rabbit\RabbitDiscoveryConfiguration.java,1,1,99,0,99,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\discovery\rabbit\RabbitDiscoveryInstanceProvider.java,1,1,30,0,30,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\discovery\rabbit\RabbitDiscoveryProperties.java,1,1,39,0,39,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\discovery\rabbit\RetryProperties.java,1,1,57,0,57,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\metrics\DatawaveMetricsConfig.java,1,1,38,0,38,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\metrics\MetricsConfigurationProperties.java,1,1,60,0,60,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\security\JWTSecurityConfigurer.java,1,1,152,0,152,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\security\ManagementSecurityConfigurer.java,1,1,238,0,238,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\web\ClientCertRestTemplateCustomizer.java,3,2,118,68,186,110,2938
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\web\DatawaveServerProperties.java,1,1,17,0,17,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\web\SwaggerConfig.java,1,1,44,0,44,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\web\UndertowCustomizer.java,1,1,72,0,72,0,3049
NationalSecurityAgency/datawave,services\common\src\main\java\datawave\microservice\config\web\UndertowStartupBugWorkaroundConfig.java,1,1,208,0,208,0,3049
NationalSecurityAgency/datawave,services\config-service\src\main\java\datawave\microservice\config\server\ConfigServerApplication.java,4,2,20,20,40,616,2432
NationalSecurityAgency/datawave,services\config-service\src\main\java\datawave\microservice\config\server\DatawaveConfigServerConfiguration.java,3,2,40,40,80,616,2432
NationalSecurityAgency/datawave,services\config-service\src\main\java\datawave\microservice\config\server\DatawaveJGitEnvironmentRepository.java,4,2,80,80,160,616,2432
NationalSecurityAgency/datawave,services\hazelcast\client\src\main\java\datawave\microservice\cached\HazelcastCacheCondition.java,1,1,39,0,39,0,3049
NationalSecurityAgency/datawave,services\hazelcast\client\src\main\java\datawave\microservice\cached\HazelcastClientProperties.java,1,1,91,0,91,0,3049
NationalSecurityAgency/datawave,services\hazelcast\client\src\main\java\datawave\microservice\cached\HazelcastDefaultClientAutoConfiguration.java,1,1,63,0,63,0,3049
NationalSecurityAgency/datawave,services\hazelcast\client\src\main\java\datawave\microservice\cached\HazelcastDiscoveryClientAutoConfiguration.java,1,1,71,0,71,0,3049
NationalSecurityAgency/datawave,services\hazelcast\client\src\main\java\datawave\microservice\cached\HazelcastK8sClientAutoConfiguration.java,1,1,74,0,74,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\CacheInspector.java,1,1,66,0,66,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\CacheInspectorConfiguration.java,1,1,21,0,21,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\CachingConfigurer.java,1,1,52,0,52,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\HazelcastCacheInspector.java,1,1,79,0,79,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\HazelcastDiscoveryService.java,1,1,65,0,65,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\main\java\datawave\microservice\cached\HazelcastDiscoveryServiceAutoConfiguration.java,1,1,32,0,32,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\test\java\datawave\microservice\cached\CachingConfigurerTest.java,1,1,99,0,99,0,3049
NationalSecurityAgency/datawave,services\hazelcast\common\src\test\java\datawave\microservice\cached\HazelcastCacheInspectorTest.java,1,1,101,0,101,0,3049
NationalSecurityAgency/datawave,services\hazelcast\server\src\main\java\datawave\microservice\cached\server\HazelcastConfiguration.java,1,1,96,0,96,0,3049
NationalSecurityAgency/datawave,services\hazelcast\server\src\main\java\datawave\microservice\cached\server\HazelcastServerProperties.java,1,1,94,0,94,0,3049
NationalSecurityAgency/datawave,services\hazelcast\server\src\main\java\datawave\microservice\cached\server\HazelcastService.java,1,1,46,0,46,0,3049
NationalSecurityAgency/datawave,warehouse\assemble\webservice\src\main\java\datawave\webservice\mr\input\SecureEventSequenceFileInputFormat.java,1,1,24,0,24,0,3049
NationalSecurityAgency/datawave,warehouse\assemble\webservice\src\main\java\datawave\webservice\mr\input\SecureEventSequenceFileRecordReader.java,3,2,69,2,71,294,2754
NationalSecurityAgency/datawave,warehouse\balancers\src\main\java\datawave\ingest\table\balancer\ExtentParser.java,3,3,12,12,24,616,2432
NationalSecurityAgency/datawave,warehouse\balancers\src\main\java\datawave\ingest\table\balancer\ShardedTableTabletBalancer.java,2,2,219,3,222,616,2432
NationalSecurityAgency/datawave,warehouse\balancers\src\main\java\datawave\ingest\table\balancer\package-info.java,2,2,6,1,7,168,2881
NationalSecurityAgency/datawave,warehouse\balancers\src\test\java\datawave\ingest\table\balancer\ShardedTableTabletBalancerTest.java,7,5,895,38,933,616,2432
NationalSecurityAgency/datawave,warehouse\common-test\src\main\java\datawave\common\test\utils\query\TestQueries.java,2,2,22,1,23,98,2950
NationalSecurityAgency/datawave,warehouse\common\src\main\java\datawave\common\cl\OptionBuilder.java,2,2,72,3,75,294,2754
NationalSecurityAgency/datawave,warehouse\common\src\main\java\datawave\common\io\Files.java,1,1,380,0,380,0,3049
NationalSecurityAgency/datawave,warehouse\common\src\main\java\datawave\common\util\ArgumentChecker.java,1,1,26,0,26,0,3049
NationalSecurityAgency/datawave,warehouse\common\src\main\java\datawave\common\util\MultiComparator.java,1,1,28,0,28,0,3049
NationalSecurityAgency/datawave,warehouse\common\src\main\java\datawave\common\util\concurrent\BoundedBlockingQueue.java,2,2,247,5,252,294,2754
NationalSecurityAgency/datawave,warehouse\common\src\test\java\datawave\common\cl\OptionBuilderTest.java,2,2,41,3,44,336,2712
NationalSecurityAgency/datawave,warehouse\common\src\test\java\datawave\common\io\FilesTest.java,2,2,323,6,329,336,2712
NationalSecurityAgency/datawave,warehouse\common\src\test\java\datawave\common\util\MultiComparatorTest.java,1,1,68,0,68,0,3049
